Tipo,SKU,Nombre,Razon
"Ignorado (Sin Stock)","N/A","TIO NACHO ACONDICIONADOR TIO NACHO ANTI-CAIDA JALEA REAL+EXTRACTO DE ORTIGA 415 ML GENOMMA LAB","Stock 0"
"Ignorado (Sin Stock)","N/A","TIO NACHO ACONDIONADOR ANTI-CANAS HENNA EGIPCIA X415 ML GENOMMA LAB","Stock 0"
"Ignorado (Sin Stock)","N/A","TIO NACHO SHAMPOO","Stock 0"
"Ignorado (Sin Stock)","N/A","TIO NACHO SHAMPOO ACLARANTE NATURAL X415ML","Stock 0"
"Ignorado (Sin Stock)","N/A","TIRA X8 IMECOL ADULTO x 16 Comprimidos","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS DE PAPEL ABOLENGO X3","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS HIGIENICAS KOTEX NOCTURNAS","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS HIGIENICAS NOSOTRAS 8 TOALLAS HIGIENICAS BUENAS NOCHES NOSOTRAS","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS HUMEDAS 99.9 AGUA X 60 UNIDADES","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS KOTEX ULTRADISCRETA DE DIA. 16 UN.","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS LARGAS ALWAYS ULTRAFINAS SUAVE X8UND","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS NOSOTRAS ULTRA DELGADAS EXTRA SUAVE X8UND","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLAS NOSOTRAS X6 LARGA CLASICA","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLITAS DESMAQUILLANTES NIVEA EXPERT 3 EN 1","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLITAS HUMEDAS DESMAQUILLANTES E HIDRATANTES DOLCE BELLA","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLITAS HUMEDAS SIMONDS X120 UND","Stock 0"
"Ignorado (Sin Stock)","N/A","TOALLITAS HUMEDAS X20UND AYLA","Stock 0"
"Ignorado (Sin Stock)","N/A","TOBREX TOBRAMICINA","Stock 0"
"Ignorado (Sin Stock)","N/A","TOLERIANE ROSALIAC AR SPF30 REDUCE ROJECES ARDOR Y MOLESTIAS DE LA PIEL 50ML LAB. LA ROCHE POSAY","Stock 0"
"Nuevo Producto (Golan)","GOL-765540","TOPIVITAE TOPIRAMATO 25MG X28COMP LAB. GALENICUM","Sin match auto"
"Ignorado (Sin Stock)","N/A","TRANEXTON 650MGACIDO TRANEXAMICO X10COMP. ABBOTT XXC9","Stock 0"
"Nuevo Producto (Golan)","GOL-866898","TRAPER SHAMPOO ALOE VERA 260 ML","Sin match auto"
"Ignorado (Sin Stock)","N/A","TRATAMIENTO ANTI MANCHAS CELLULAR NIVEA X30ML","Stock 0"
"Ignorado (Sin Stock)","N/A","TRATAMIENTO CON ENJUAGUE ELVIVE DE LOREAL ULTRA GLOSS PH ACIDO","Stock 0"
"Ignorado (Sin Stock)","N/A","TRAUMEEL GEL 50MG HEEL","Stock 0"
"Nuevo Producto (Golan)","GOL-538810","TRAUMEEL HEEL 50 COMP. SUBLINGUALES","Sin match auto"
"Ignorado (Sin Stock)","N/A","TRESOR GORRO CLIP DOBLE ELASTICO 100 UNDS. LAB. REUTTER","Stock 0"
"Ignorado (Sin Stock)","N/A","TREX AZITROMICINA 500MG","Stock 0"
"Ignorado (Sin Stock)","N/A","TREXXIA ETORICOXIB 120 MG X7COMP. LAB.SYNTON","Stock 0"
"Ignorado (Sin Stock)","N/A","TRIBESONA CREMA CLOTRIMAZOL-DEXAMETASONA ACETATO","Stock 0"
"Ignorado (Sin Stock)","N/A","TRIM CORTA UÑAS MANO CON LIMA 1 UND. LAB. HOFMANN","Stock 0"
"Ignorado (Sin Stock)","N/A","TRIM LIMA PROFESIONAL CURVA 2 UND. LAB. TRIM","Stock 0"
"Ignorado (Sin Stock)","N/A","TRIM LIMAS LIJAS 10 UND. LAB. TRIM","Stock 0"
"Nuevo Producto (Golan)","GOL-859677","TRIM PINZA CEJA PUNTA DERECHA Y PUNTA ANGULAR","Sin match auto"
"Ignorado (Sin Stock)","N/A","TRIM PINZA CEJAS PTA ANGULAR","Stock 0"
"Ignorado (Sin Stock)","N/A","TRIM PINZA DE CEJAS PUNTA RECTA","Stock 0"
"Ignorado (Sin Stock)","N/A","TRO 27.9 x 1 SALES REHIDRATANTES X UND","Stock 0"
"Nuevo Producto (Golan)","GOL-516109","TRONSALAN TRAZADONA CLORHIDRATO 100MG X30COMP LAB. EUROFARMA","Sin match auto"
"Ignorado (Sin Stock)","N/A","TUTO BAMBINO PACK 3 CLASICO ALGODON ROSADO","Stock 0"
"Ignorado (Sin Stock)","N/A","ULTRA PRE UP OMEGA 3 JUNIOR ULTRA DHA 120 MICROCAPS. 1 UND. LAB. RAVEPHARMA","Stock 0"
"Ignorado (Sin Stock)","N/A","UNCADOL UNCARIA TOMENTOSA 300 MG.","Stock 0"
"Ignorado (Sin Stock)","N/A","UNDERAN 2 MUPIROCINA 2 UNG. DERMICO","Stock 0"
"Ignorado (Sin Stock)","N/A","UP TO 16HRS MATE TOTAL ETIENNE 6.5ML","Stock 0"
"Ignorado (Sin Stock)","N/A","UREAREPAIR PLUS CREMA PARA PIES 10% UREA X104G LAB. BEIERSDORF","Stock 0"
"Ignorado (Sin Stock)","N/A","VACIDOX ESTRIOL 0.1G","Stock 0"
"Ignorado (Sin Stock)","N/A","VAINILLA. POLVO. NUNOA","Stock 0"
"Ignorado (Sin Stock)","N/A","VALAPLEX D FORTE 160/25","Stock 0"
"Ignorado (Sin Stock)","N/A","VALAPLEX VALSATAN 320MG X30COMP LAB. DE CHILE","Stock 0"
"Nuevo Producto (Golan)","GOL-201827","VALAPLEX-D 160/12,5MG 30COMP REC VALSARTAN+HCT","Sin match auto"
"Ignorado (Sin Stock)","N/A","VALCOTE DIVAPROATO DE SODIO 250MG X20COMP LAB. ABBOTT","Stock 0"
"Ignorado (Sin Stock)","N/A","VALKEN D 16025 VALSARTAN 160MG HIDROCLOROTIAZIDA 25MG","Stock 0"
"Ignorado (Sin Stock)","N/A","VALNOC 2MG 30 COMP.","Stock 0"
"Ignorado (Sin Stock)","N/A","VALSARTAN 160MG X30COMP LAB. SEVEN PHARMA","Stock 0"
"Nuevo Producto (Golan)","GOL-604081","VANNAIR BUDESONIDA + FORMOTEROL 160MCG + 4.5MCG 120DOSIS LAB. ASTRAZENECA","Sin match auto"
"Ignorado (Sin Stock)","N/A","VASELINA LIQUIDA 1000ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VASELINA LIQUIDA X125ML RAVEPHARMA","Stock 0"
"Ignorado (Sin Stock)","N/A","VASELINA PURIFICADA SIMONDS 1UNI X110ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VASELINA. LIQUIDA. 250 ML. DROGUERIA NUNOA","Stock 0"
"Nuevo Producto (Golan)","GOL-768675","VATANAL ACEITE DE HIGADO DE BACALAO + CLOROCARVACROL 0.220G + 0.0007G X10G  SUPOSITORIOS LAB.FQP","Sin match auto"
"Ignorado (Sin Stock)","N/A","VCALD FORTE","Stock 0"
"Nuevo Producto (Golan)","GOL-162069","VCALD FORTE","Sin match auto"
"Ignorado (Sin Stock)","N/A","VENDA ADAPTABLE 8CMX4.5M X12 ROKYMEDS","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA COHESIVA 5CM X 4.5M AZUL","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA COHESIVA 5X4.5M PIEL","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA DE GASA 6CM 4.5M","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELAST CRANBERRY12CM X 4M X 20 U","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELASTICA 10 CMS X 4.5 MTS.","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELASTICA 10CM X 4.5M X1UND ROKYMEDS CJ XII","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELASTICA 5CM 4.5MT","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELASTICA 5CM X 4.5M ROKYMEDS CJ XII","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELASTICA 5CM X 4.5MTS","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA ELASTICA 7.5CMX4.5M X1UND ROKYMEDS CJ XII","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA GASA ELASTOMULL 12CM 4MT TEJIDA X1UND CJ XX","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA GASA ELASTOMULL 4CM 4MT TEJIDA X1UND CJ XX","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA GASA ELASTOMULL 8 CM X 4 M X 1 UNID.","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA YESO 10CMX2.7M","Stock 0"
"Ignorado (Sin Stock)","N/A","VENDA YESO 20CMX4MT GYPSONA","Stock 0"
"Ignorado (Sin Stock)","N/A","VENLAFAXINA 150 MG. 30 CAPS.","Stock 0"
"Ignorado (Sin Stock)","N/A","VENLAFAXINA 75MG 30 CAPSULAS","Stock 0"
"Ignorado (Sin Stock)","N/A","VENLAKEM 150 VELAFAXINA 150MG","Stock 0"
"Ignorado (Sin Stock)","N/A","VENOSMIL HIDROSMINA 2G 60G LAB. FAES FARMA","Stock 0"
"Ignorado (Sin Stock)","N/A","VENUS GILLETTE SUAVE","Stock 0"
"Ignorado (Sin Stock)","N/A","VERALPRES VALSARTAN 80 MG. 30 COMP","Stock 0"
"Ignorado (Sin Stock)","N/A","VERRUPLANT FORTE ACIDO SALICILICO 8G X1GEL LAB. CASSARA","Stock 0"
"Ignorado (Sin Stock)","N/A","VERTIFIN BETAHISTINA DICLORHIDRATO 16 MG X30 COMP. LAB SAVAL","Stock 0"
"Ignorado (Sin Stock)","N/A","VERTIFIN BETAHISTINA DICLORHIDRATO 24MG X30COMP LAB. SAVAL","Stock 0"
"Nuevo Producto (Golan)","GOL-187206","VESNIDAN DIOSMINA + HESPERIDINA 450MG + 50MG X60COMP LAB. EUROFARM","Sin match auto"
"Nuevo Producto (Golan)","GOL-599036","VESNIDAN DIOSMINA/HESPERINIDA 500MG 30COMP","Sin match auto"
"Nuevo Producto (Golan)","GOL-741969","VIADIL COMPUESTO PARGEVERINA CLORHIDRATO 5MG X2 AMPOLLAS LAB. MEGALABS","Sin match auto"
"Ignorado (Sin Stock)","N/A","VIGER TADALAFILO 20MG 10COMP IPHSA B","Stock 0"
"Ignorado (Sin Stock)","N/A","VIGER TADALAFILO 20MG X4COMP LAB. IPHSA","Stock 0"
"Ignorado (Sin Stock)","N/A","VIGER TADALAFILO 5MG X30COMP LAB. IPHSA","Stock 0"
"Ignorado (Sin Stock)","N/A","VILDAGLIPTINA VILDAGLIPTINA 50MG X56COMP LAB.NOVARTIS","Stock 0"
"Ignorado (Sin Stock)","N/A","VIMAX 50 SILDENAFILO 50MG X6COMP. LAB. MEGALABS BIOEQUIVALENTE","Stock 0"
"Nuevo Producto (Golan)","GOL-745662","VINAGRE DE MANZANA 90 CAPSULA","Sin match auto"
"Ignorado (Sin Stock)","N/A","VINAGRE DE MANZANA X 30 GOMITAS VITAENERGY","Stock 0"
"Ignorado (Sin Stock)","N/A","Vinagre Manzana x 60 capsulas - Knop","Stock 0"
"Ignorado (Sin Stock)","N/A","VINTIX SACCHAROMYCES BOULARDII LIOFILIZADO 250MG X10CAPS LAB. MEGALABS","Stock 0"
"Nuevo Producto (Golan)","GOL-740580","VIORA CD 28 COMP. RECUBIERTOS CLORMADINONA 2 MGETINILESTRADIOL 003 MG","Sin match auto"
"Ignorado (Sin Stock)","N/A","VITAFEM SUPLEMENTO ALIMENTARIO X60 CAPS LAB. SCL","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAKRON HOMBRE 44.1 X 30 COMP. RECUBIERTOS","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAKRON MUJER MULTIVITAMINICO MULTIMINERAL X30COMP SANITAS","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA A 500MG 60CAPS GREN MEDICAL","Stock 0"
"Nuevo Producto (Golan)","GOL-857883","VITAMINA B12 30 CAPSULAS ANC","Sin match auto"
"Ignorado (Sin Stock)","N/A","VITAMINA C","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA C 1000MG CURAE","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA C 100MG SPRINLIFE","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA C CREVET LIGHT 100MG SABOR PINA NARANJA Y FRAM.","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA C CREVET LIGHT 500 MG SABOR NARANJA","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA E","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA E DL-ALPHA-TOCOPHEROL 22.2 G 30 CAP LAB. BYB FARMACEUTICA","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINA K2+D3 X60CAPS 720MG FUENTEVITAL","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAMINAS ACD COMPLEMENTO VITAMINICO 30ML LAB. HOSPIFARMA","Stock 0"
"Ignorado (Sin Stock)","N/A","VITAPOVIN ZINC OXIDE POMADA VITAMINICA 20G","Stock 0"
"Ignorado (Sin Stock)","N/A","VITDE VITAMINA D3 800U.I. X10ML LAB. PASTEUR","Stock 0"
"Nuevo Producto (Golan)","GOL-147607","VITERNUM VITAMINA 125 ML. SOLUCION PARA PREPARACION. ITF","Sin match auto"
"Ignorado (Sin Stock)","N/A","VITIS CEPILLO DENTAL MONOTIP 1UNIDAD LAB. DENTAID","Stock 0"
"Ignorado (Sin Stock)","N/A","VITIS ENCIAS SOLUCION X 500 ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VITIS PASTA ANTICARIES 100 ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VITIS SENSIBLE CEP DEN DENT 1UNI","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE 36HORAS MAC RESIST VOG 9G","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESM FANTASTIC DELICADO FRANCES 11 X 10ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESM FANTASTIC GIRASOL 70 X 10ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESM FANTASTIC JADE 67 X 10ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESM FANTASTIC SOL X 10ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE BASE ENDURECEDOR X 10 ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE EFECTO GEL X14 ML EXTROVERTIDA","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE EFECTO GEL X14 ML PAZ","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE EFECTO GEL X14 ML REGGAETON","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE FANTASTIC CIELO ROSA 12 10ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE GEL DEMBOW 14ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE ESMALTE PALO DE ROSA 24 10ML","Stock 0"
"Ignorado (Sin Stock)","N/A","VOGUE MASCARA ESSENTIAL A PRUEBA AGUA 8 ml","Stock 0"
"Ignorado (Sin Stock)","N/A","VOLUME MILLION LASHES WATERPROOF 9.4ML LOREAL","Stock 0"
"Ignorado (Sin Stock)","N/A","VOLUME TOPPER GLOSS PZZO 2ML","Stock 0"
"Nuevo Producto (Golan)","GOL-58700","WOMEN1S SOLUTIONS VITAMINA E 1000IU X60CASP SOCOFAR","Sin match auto"
"Ignorado (Sin Stock)","N/A","XINDER CLOBETASOL PROPIONATO 0.05G X45G LAB. FOUCHARD","Stock 0"
"Ignorado (Sin Stock)","N/A","XTREME 3 ECO","Stock 0"
"Ignorado (Sin Stock)","N/A","XTREME 3 PAGUE 4 LLEVE 6","Stock 0"
"Ignorado (Sin Stock)","N/A","XTREME 3 SCHICK HAWAIIAN","Stock 0"
"Ignorado (Sin Stock)","N/A","XUMADOL PARACETAMOL 1G IFT 1 SOBRE LABOMED","Stock 0"
"Ignorado (Sin Stock)","N/A","YESO ADHESIVO DE OXIDO DE ZINC 2.5CMX5M","Stock 0"
"Ignorado (Sin Stock)","N/A","YESO ADHESIVO DE OXIDO DE ZINC 5CMX5M","Stock 0"
"Ignorado (Sin Stock)","N/A","ZENMED TENSIOMETRO DE BRAZO DIGITAL MODELO BP35A 1 UND. INVERLA","Stock 0"
"Ignorado (Sin Stock)","N/A","ZEROLERG  BETAMETASONA  0.05%  15GR  LAB ETHON","Stock 0"
"Ignorado (Sin Stock)","N/A","ZETIROL EZETIMIBA 10MG X28COMP LAB. ASCEND","Stock 0"
"Nuevo Producto (Golan)","GOL-971565","ZINC 20MG 20 EFERC","Sin match auto"
"Ignorado (Sin Stock)","N/A","ZINCOVIT PLUS ZINC + VIT A B C D Y E 10 MG 3MG 50MG 400UI 10UI 120ML LAB ITF LABOMED","Stock 0"
"Ignorado (Sin Stock)","N/A","ZINGER CUTICLE NIPPER","Stock 0"
"Nuevo Producto (Golan)","GOL-78670","ZINLERGIA FEXOFENAMIDA CLORHIDRATO 180MG 30 COMPRIMIDOS","Sin match auto"
"Ignorado (Sin Stock)","N/A","ZONIX 75 MG ZOPICLONA 75 X 30 COMP. RECUB.","Stock 0"
"Nuevo Producto (Golan)","GOL-30502","ELECTROLIT BLUE RASPBERRY SABOR FRAMBUESA X625ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-706616","ELECTROLIT FRUTILLA KIWI X 625 ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-585614","ELECTROLIT HIDRATACION PREMIUM SABOR NARANJA X625ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-789845","ELECTROLIT UVA X 625 ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-221578","MONSTER ENERGY MANGO LOCO x473ml","Sin match auto"
"Nuevo Producto (Golan)","GOL-738017","MONSTER ENERGY ULTRA PARADISE X473ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-719574","SUEROX ALIMENTO PARA DEPORTISTAS SABOR ARANDANO-POMELO 630 ML GENOMA LAB","Sin match auto"
"Nuevo Producto (Golan)","GOL-43391","SUEROX ALIMENTO PARA DEPORTISTAS SABOR FRUTILLA - KIWI 630 ML GENOMA LAB","Sin match auto"
"Nuevo Producto (Golan)","GOL-930054","SUEROX BEBIDA ISOTONICA SABOR LIMON DE PICA X630ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-283098","SUEROX NARANJA GENOM 630ML","Sin match auto"
"Ignorado (Sin Stock)","N/A","ACICLOVIR 200 MG X24COMP.","Stock 0"
"Ignorado (Sin Stock)","N/A","ACICLOVIR 400 MG X32 COMP. LAB. HETERO","Stock 0"
"Nuevo Producto (Golan)","GOL-77707","AMLIPROS COMPRIMIDO 540 MG X 30","Sin match auto"
"Ignorado (Sin Stock)","N/A","AMLODIPINO 10MG ASCEND","Stock 0"
"Ignorado (Sin Stock)","N/A","AMLODIPINO 10MG X30 COMP LAB PASTEUR","Stock 0"
"Nuevo Producto (Golan)","GOL-237639","AMLODIPINO 5 MG 30 COMPRIMIDOS ASCEND LABORATORIES","Sin match auto"
"Ignorado (Sin Stock)","N/A","AMOXICILINA + ACIDO CLAVULANICO 875MG + 125MG X14COMP LAB. MEDOCHEMIE","Stock 0"
"Ignorado (Sin Stock)","N/A","ASPIRINA 100MG TIRA 10UND","Stock 0"
"Ignorado (Sin Stock)","N/A","ATORVASTATINA 80MG SCEND","Stock 0"
"Nuevo Producto (Golan)","GOL-334598","BIOGAIA 30 COMP  GTI","Sin match auto"
"Nuevo Producto (Golan)","GOL-319010","BISOPROLOL FUMARATO 2.5MG LAB CHILE","Sin match auto"
"Ignorado (Sin Stock)","N/A","CARBAMAZEPINA 200 MG. 20 COMP. LAB. DE CHILE","Stock 0"
"Ignorado (Sin Stock)","N/A","CARVEDILOL 12.5 MG. 30 COMP. LAB. CHILE","Stock 0"
"Ignorado (Sin Stock)","N/A","CARVEDILOL 12.5MG X30COMP DFM B","Stock 0"
"Ignorado (Sin Stock)","N/A","CARVEDILOL 6.25MG X30COMP. DFM PHARMA B","Stock 0"
"Ignorado (Sin Stock)","N/A","CILOKARE 12.5MG CARVEDILOL X30COMP DR REDDYS B","Stock 0"
"Ignorado (Sin Stock)","N/A","CIPROFLOXACINO 500 MG. 6 COMP. LAB. PINNACLE","Stock 0"
"Ignorado (Sin Stock)","N/A","CIPROFLOXACINO 500MG X6COMP LCH","Stock 0"
"Nuevo Producto (Golan)","GOL-307647","COLMAX 125MG CLONIXINATO DE LISINA 10COMP. ANDROMACO","Sin match auto"
"Ignorado (Sin Stock)","N/A","COLMIBE ATORVASTATINA EZETIMIBA 10MG/10MG","Stock 0"
"Nuevo Producto (Golan)","GOL-613531","COLMIBE ATORVASTATINA/EZETIMIBA 20MG 10MG","Sin match auto"
"Nuevo Producto (Golan)","GOL-919784","CORDIAX TELMISARTAN 80MG X40COMP LAB. ABBOTT","Sin match auto"
"Nuevo Producto (Golan)","GOL-634185","COXTOR ETORICOXIB 90MG X14 COMP LAB. HETERO","Sin match auto"
"Ignorado (Sin Stock)","N/A","DESLOTATADINA 5MG X30 COM. LAB. HOSPIFARMA","Stock 0"
"Nuevo Producto (Golan)","GOL-17026","DICLOFENACO GEL 1.16. 30 GRS. CURASPRING","Sin match auto"
"Nuevo Producto (Golan)","GOL-582235","DICLOFENACO SODICO 100MG X8CAPS LAB.ANDROMACO","Sin match auto"
"Nuevo Producto (Golan)","GOL-514535","DOLO-NEUROBIONTA ANTIFLAMATORIO NO ESTEROIDE X10COMP LAB. NOVOFARMA","Sin match auto"
"Nuevo Producto (Golan)","GOL-451444","DONEPEZILO CLORHIDRATO 10 MG. 30 COMP. LAB. HETERO","Sin match auto"
"Nuevo Producto (Golan)","GOL-3127","DULOXETINA 60MG X30 CAPS LAB ALEMBIC","Sin match auto"
"Nuevo Producto (Golan)","GOL-590073","ENCLYNA 10MG LAB. BAGO","Sin match auto"
"Nuevo Producto (Golan)","GOL-127371","ESOMEPRAZOL CAPSULAS 40 MG X 30","Sin match auto"
"Nuevo Producto (Golan)","GOL-364050","ESPIRONOLACTONA 25 MG. 20 COMP. LAB. ANDROMACO","Sin match auto"
"Ignorado (Sin Stock)","N/A","FAMOTIDINA 40MG X10COMP. OPKO B","Stock 0"
"Ignorado (Sin Stock)","N/A","FLUCONAZOL 150 MG X2 CAPS LAB. ETHON","Stock 0"
"Ignorado (Sin Stock)","N/A","FLUCONAZOL 150 MG X2 CAPS LAB. ETHON","Stock 0"
"Nuevo Producto (Golan)","GOL-229905","FORXIGA DAPAGLIFOZINA 10MG X28COMP LAB.ASTRAZENECA","Sin match auto"
"Ignorado (Sin Stock)","N/A","GABEX GABAPENTINA 300MG X30CAPS LAB. ANDROMACO","Stock 0"
"Ignorado (Sin Stock)","N/A","GLAFORNIL 850MG LAB. MERCK","Stock 0"
"Ignorado (Sin Stock)","N/A","IRKEM IRBESARTAN 300MG X28COMP LAB ASCEND","Stock 0"
"Nuevo Producto (Golan)","GOL-663214","KEVAL ELETRIPTAN 40MG X6COMP LAB. SAVAL","Sin match auto"
"Nuevo Producto (Golan)","GOL-770646","KI CAB TEGOPRAZAN 50MG","Sin match auto"
"Ignorado (Sin Stock)","N/A","LEVEVITE 500MG BIOEQUIVALENTE","Stock 0"
"Nuevo Producto (Golan)","GOL-839713","LOSARTAN POTASICO 50MG X30COMP LAB. ASCEND","Sin match auto"
"Ignorado (Sin Stock)","N/A","MEMANTINA CLORHIDRATO 10MG X28COMP","Stock 0"
"Nuevo Producto (Golan)","GOL-449899","MICARDIS AMLO TELMISARTAN + AMLODIPINO 80MG + 5MG X28COMP LAB. BOEHRINGER INGELHEIM","Sin match auto"
"Ignorado (Sin Stock)","N/A","NASTIFRIN COMPUESTO DN X20COMP LCH","Stock 0"
"Ignorado (Sin Stock)","N/A","OLMEPRESS-D OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 20MG + 12.5MG X30COMP LAB. ASCEND","Stock 0"
"Nuevo Producto (Golan)","GOL-450816","OLTAN AMLO 40 - 5 30 COMP. LAB. ITF","Sin match auto"
"Ignorado (Sin Stock)","N/A","PARACETAMOL 160 MG TAPSIN 16 COMP","Stock 0"
"Ignorado (Sin Stock)","N/A","PENTINOR 75MG CAP X40 PREGABALINA","Stock 0"
"Nuevo Producto (Golan)","GOL-312440","PRIMAQUIN ESTRADIOL 2MG X30COMP LAB. ABBOTT","Sin match auto"
"Ignorado (Sin Stock)","N/A","SAGRAS ORLISTAT 120MG XUND CAPSULAS LAB MILAB","Stock 0"
"Nuevo Producto (Golan)","GOL-766607","SULIX TAMSULOSINA CLORHIDRATO 0.4MG X30CAPS LAB. SYNTHON","Sin match auto"
"Nuevo Producto (Golan)","GOL-526084","TENSUREN D'' TELMISARTAN HIDROCLOROTIAZIDA 80 - 12.50MG. 30 COMP. LAB. CHILE","Sin match auto"
"Nuevo Producto (Golan)","GOL-660199","THYROZOL TIAMAZOL 10MG X50COMP LAB. MERCK","Sin match auto"
"Ignorado (Sin Stock)","N/A","TRAYENTA DUO 25850 MG X 60 COMP.","Stock 0"
"Ignorado (Sin Stock)","N/A","VALAX D","Stock 0"
"Ignorado (Sin Stock)","N/A","VALAX D VALSARTAN + HIDROCLOROTIAZIDA 160MG + 12.5 X30COMP LAB. SAVAL","Stock 0"
"Ignorado (Sin Stock)","N/A","VERALPRES VALSARTAN 160MG. X30COMP. EUROFARMA B","Stock 0"
"Ignorado (Sin Stock)","N/A","VILZERMET VILDAGLIPTINA + METFORMINA CLORHIDRATO 50MG + 1000MG X60COMP LAB. TECNOFARMA","Stock 0"
"Ignorado (Sin Stock)","N/A","XIGDUO XR DAPAGLIFLOZINACLORHIDRATO DE METFORMINA 10MG1000MG x28COMP. ASTRAZENECA","Stock 0"
"Nuevo Producto (Golan)","GOL-119488","AGUA BRAVA AZUL","Sin match auto"
"Nuevo Producto (Golan)","GOL-830694","COLONIA INGLESA 400ML","Sin match auto"
"Nuevo Producto (Golan)","GOL-122867","PRESERVATIVOS LIFESTYLES LARGE X3","Sin match auto"
"Ignorado (Sin Stock)","N/A","TELA ADHESIVA PAPEL 5CM","Stock 0"
"Nuevo Producto (Golan)","GOL-983872","ALLEDRYL LORATADINA + PSEUDOEFEDRINA 2.5MG + 15MG X120ML LAB.PRATER","Sin match auto"
"Ignorado (Sin Stock)","N/A","AMBROXOL CLORHIDRATO AMBROXOL CLORHIDRATO 15MG X100 ML LAB.ASCEND","Stock 0"
"Ignorado (Sin Stock)","N/A","AMOXICILINA 500MG X60ML  LAB DFM","Stock 0"
"Nuevo Producto (Golan)","GOL-789643","AMOXICILINA SUS 250 MG 5ML LAB OPKO","Sin match auto"
"Nuevo Producto (Golan)","GOL-258778","BROMFIN BROMHEX CLORHIDRATO 8MG X100ML LAB. MINTLAB","Sin match auto"
"Nuevo Producto (Golan)","GOL-827138","BROMHEXINA CLORHIDRATO INFANTIL BROMHEXINA CLORHIDRATO 4MG X100ML LAB.SEVEN PHARMA","Sin match auto"
"Nuevo Producto (Golan)","GOL-920525","BRONCATOX LEVODROPROPIZINA 30MG X120ML LAB. SAVAL","Sin match auto"
"Ignorado (Sin Stock)","N/A","BUBU ULTRA PREMIUM PAÑALES DESECHABLES XXG 15K","Stock 0"
