Código genérico,Nombre producto genérico,Descripción producto genérico,Tipo producto,Código ONU,Clasificación ONU,Clasificación interna,Estado Código genérico,Canasta Intermediación,Canasta Esencial de Medicamentos,Fecha inicio abastecimiento,Estado producto Intermediación,Motivo eliminación Intermediación,Canasta Programa Ministerial,Detalle Programas Ministeriales,Canasta Farmacia Privada,Prioridad
100007046,SILLA RUEDAS NEUROLOGICA ADTO AS 45A46CM,"SILLA DE RUEDAS NEUROLOGICA ADULTO DE ALUMINIO Y ACERO RECUBIERTOS.ANCHO DE ASIENTO 45 A 46 CM, PROFUNDIDAD DEL ASIENTO REGULABLE EN UNMINIMO ENTRE UN 40 Y 43 CM HASTA UN MAXIMO ENTRE 50 Y 53 CM. ASIENTO YRESPALDO ACOLCHADOS CON ESPUMA DE DENSIDAD IGUAL O SUPERIOR A 40KG/M³.COJIN DE RESPALDO PREFORMADO CON APOYO LUMBAR Y LATERALES INTEGRADOS.COJINES DE RESPALDO Y ASIENTO FIJOS MEDIANTE VELCRO U OTRO SISTEMA QUEPERMITA SU EXTRACCION. APOYA BRAZOS LARGO, ACOLCHADO O BLANDO,DESMONTABLE, REGULABLE EN ALTURA. PIERNERA BATIENTE Y DESMONTABLE,REGULACION DE ANGULO DE POSICION HASTA 90°. PIERNERA CON ACOLCHADO ANIVEL DE LA RODILLA DEL USUARIO. SOPORTE DE PANTORRILLAS REGULABLES ENALTURA Y PROFUNDIDAD. REPOSAPIES REGULABLE EN ALTURA DE DOS HOJAS,REGULABLE EN ANGULO DE POSICIONDEL PIE. FRENOS DE PALANCA BILATERALAJUSTABLES EN LA HORIZONTAL O FRENOS DE TAMBOR CON SISTEMA DE BLOQUEO ESPOSICION DE ESTACIONAMIENTO. RUEDAS DELANTERAS DE 5 A 7 PULGADAS EN PU OINFLABLES. HORQUILLAS DE RUEDAS DELANTERAS CON OPCION DE REGULAR ALTURA.RUEDAS TRASERAS DE 12 a 24 PULGADAS EN PU O INFLABLES. PAR ANTIVUELCOABATIBLE. BASCULACION DE AL MENOS 20° SOBRE 0°. RECLINACION POSTERIOR DERESPALDO DE AL MENOS 40° DESDE 90°. RESPLADO PLEGABLE SOBRE ASIENTO PARATRANSPORTE. TAPIZ EN MATERIAL SINTETICO DESMONTABLE Y LAVABLE. RESPALDOCON FRANJA REFLECTANTE O REFLECTANTE EN ZONA POSTERIOR. PROTECTORESLATERALES A AMBOS COSTADOS. BASTON DE EMPUJE REGULABLE EN ALTURA, CONEMPUÑADURA ERGONOMICA Y ANTIDESLIZANTE. REPOSAPIES O PIERNERAS DEBENDISPONER DE UN MEDIO PARA IMPEDIR QUE LOS PIES DEL OCUPANTE SE DESLICENHACIA ATRAS. REPOSACABEZA (CABEZAL) AJUSTABLE, ACOLCHADO Y DESMONTABLE,REGULABLE EN ALTURA, PROFUNDIDAD Y LATERALES. REPOSABRAZOS, REPOSAPIES,PIERNERAS, SISTEMA DE RECLINACION Y BASCULACION DEBEN DISPONER DE UNMEDIO SEGURO PARA FIJARLOS EN CUALQUIER POSICION PREVISTA. SISTEMAS DEREGULACION DE ALTURA  DEBEN SER POSIBLES DE REGULAR EN INCREMENTOS QUENO EXCEDAN LOS 2,5 CENTIMETROS. SISTEMAS DE REGULACION DE ALTURA DEBASTON DE EMPUJE Y AJUSTE DE CABEZAL, RECLINACION Y BASCULACION DEBENSER POSIBLES DE REALIZAR SIN USO DE HERRAMIENTAS. SE DEBE REDUCIR EL USODE HERRAMIENTAS EN ARMADO Y CONFIGURACION DE PARTES PERSONALIZABLES (QUENO SEAN LAS ANTERIORMENTE MENCIONADAS). DEBE INCORPORAR KIT DEHERRAMIENTAS EN CASO DE SER NECESARIO. SOPORTE DE PESO MAXIMO DE ALMENOS 120 KG. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SILLA DE RUEDAS.",Insumos,42192210,Sillas de ruedas,"Traslado, posic. personas c/discapacidad",Inactivo,,0,,,,,,,
100007047,SILLA RUEDAS NEUROLOGICA ADTO AS 48A49CM,"SILLA DE RUEDAS NEUROLOGICA ADULTO DE ALUMINIO Y ACERO RECUBIERTOS.ANCHO DE ASIENTO 48 A 49 CM, PROFUNDIDAD DEL ASIENTO REGULABLE EN UNMINIMO ENTRE UN 40 Y 43 CM HASTA UN MAXIMO ENTRE 50 Y 53 CM. ASIENTO YRESPALDO ACOLCHADOS CON ESPUMA DE DENSIDAD IGUAL O SUPERIOR A 40KG/M³.COJIN DE RESPALDO PREFORMADO CON APOYO LUMBAR Y LATERALES INTEGRADOS.COJINES DE RESPALDO Y ASIENTO FIJOS MEDIANTE VELCRO U OTRO SISTEMA QUEPERMITA SU EXTRACCION. APOYA BRAZOS LARGO, ACOLCHADO O BLANDO,DESMONTABLE, REGULABLE EN ALTURA. PIERNERA BATIENTE Y DESMONTABLE,REGULACION DE ANGULO DE POSICION HASTA 90°. PIERNERA CON ACOLCHADO ANIVEL DE LA RODILLA DEL USUARIO. SOPORTE DE PANTORRILLAS REGULABLES ENALTURA Y PROFUNDIDAD. REPOSAPIES REGULABLE EN ALTURA DE DOS HOJAS,REGULABLE EN ANGULO DE POSICIONDEL PIE. FRENOS DE PALANCA BILATERALAJUSTABLES EN LA HORIZONTAL O FRENOS DE TAMBOR CON SISTEMA DE BLOQUEO ESPOSICION DE ESTACIONAMIENTO. RUEDAS DELANTERAS DE 5 A 7 PULGADAS EN PU OINFLABLES. HORQUILLAS DE RUEDAS DELANTERAS CON OPCION DE REGULAR ALTURA.RUEDAS TRASERAS DE 12 a 24 PULGADAS EN PU O INFLABLES. PAR ANTIVUELCOABATIBLE. BASCULACION DE AL MENOS 20° SOBRE 0°. RECLINACION POSTERIOR DERESPALDO DE AL MENOS 40° DESDE 90°. RESPLADO PLEGABLE SOBRE ASIENTO PARATRANSPORTE. TAPIZ EN MATERIAL SINTETICO DESMONTABLE Y LAVABLE. RESPALDOCON FRANJA REFLECTANTE O REFLECTANTE EN ZONA POSTERIOR. PROTECTORESLATERALES A AMBOS COSTADOS. BASTON DE EMPUJE REGULABLE EN ALTURA, CONEMPUÑADURA ERGONOMICA Y ANTIDESLIZANTE. REPOSAPIES O PIERNERAS DEBENDISPONER DE UN MEDIO PARA IMPEDIR QUE LOS PIES DEL OCUPANTE SE DESLICENHACIA ATRAS. REPOSACABEZA (CABEZAL) AJUSTABLE, ACOLCHADO Y DESMONTABLE,REGULABLE EN ALTURA, PROFUNDIDAD Y LATERALES. REPOSABRAZOS, REPOSAPIES,PIERNERAS, SISTEMA DE RECLINACION Y BASCULACION DEBEN DISPONER DE UNMEDIO SEGURO PARA FIJARLOS EN CUALQUIER POSICION PREVISTA. SISTEMAS DEREGULACION DE ALTURA  DEBEN SER POSIBLES DE REGULAR EN INCREMENTOS QUENO EXCEDAN LOS 2,5 CENTIMETROS. SISTEMAS DE REGULACION DE ALTURA DEBASTON DE EMPUJE Y AJUSTE DE CABEZAL, RECLINACION Y BASCULACION DEBENSER POSIBLES DE REALIZAR SIN USO DE HERRAMIENTAS. SE DEBE REDUCIR EL USODE HERRAMIENTAS EN ARMADO Y CONFIGURACION DE PARTES PERSONALIZABLES (QUENO SEAN LAS ANTERIORMENTE MENCIONADAS). DEBE INCORPORAR KIT DEHERRAMIENTAS EN CASO DE SER NECESARIO. SOPORTE DE PESO MAXIMO DE ALMENOS 120 KG. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SILLA DE RUEDAS.",Insumos,42192210,Sillas de ruedas,"Traslado, posic. personas c/discapacidad",Inactivo,,0,,,,,,,
100007048,SILLA RUEDAS NEUROLOGICA ADTO AS 52A53CM,"SILLA DE RUEDAS NEUROLOGICA ADULTO DE ALUMINIO Y ACERO RECUBIERTOS.ANCHO DE ASIENTO 52 A 53 CM, PROFUNDIDAD DEL ASIENTO REGULABLE EN UNMINIMO ENTRE UN 40 Y 43 CM HASTA UN MAXIMO ENTRE 50 Y 53 CM. ASIENTO YRESPALDO ACOLCHADOS CON ESPUMA DE DENSIDAD IGUAL O SUPERIOR A 40KG/M³.COJIN DE RESPALDO PREFORMADO CON APOYO LUMBAR Y LATERALES INTEGRADOS.COJINES DE RESPALDO Y ASIENTO FIJOS MEDIANTE VELCRO U OTRO SISTEMA QUEPERMITA SU EXTRACCION. APOYA BRAZOS LARGO, ACOLCHADO O BLANDO,DESMONTABLE, REGULABLE EN ALTURA. PIERNERA BATIENTE Y DESMONTABLE,REGULACION DE ANGULO DE POSICION HASTA 90°. PIERNERA CON ACOLCHADO ANIVEL DE LA RODILLA DEL USUARIO. SOPORTE DE PANTORRILLAS REGULABLES ENALTURA Y PROFUNDIDAD. REPOSAPIES REGULABLE EN ALTURA DE DOS HOJAS,REGULABLE EN ANGULO DE POSICIONDEL PIE. FRENOS DE PALANCA BILATERALAJUSTABLES EN LA HORIZONTAL O FRENOS DE TAMBOR CON SISTEMA DE BLOQUEO ESPOSICION DE ESTACIONAMIENTO. RUEDAS DELANTERAS DE 5 A 7 PULGADAS EN PU OINFLABLES. HORQUILLAS DE RUEDAS DELANTERAS CON OPCION DE REGULAR ALTURA.RUEDAS TRASERAS DE 12 a 24 PULGADAS EN PU O INFLABLES. PAR ANTIVUELCOABATIBLE. BASCULACION DE AL MENOS 20° SOBRE 0°. RECLINACION POSTERIOR DERESPALDO DE AL MENOS 40° DESDE 90°. RESPLADO PLEGABLE SOBRE ASIENTO PARATRANSPORTE. TAPIZ EN MATERIAL SINTETICO DESMONTABLE Y LAVABLE. RESPALDOCON FRANJA REFLECTANTE O REFLECTANTE EN ZONA POSTERIOR. PROTECTORESLATERALES A AMBOS COSTADOS. BASTON DE EMPUJE REGULABLE EN ALTURA, CONEMPUÑADURA ERGONOMICA Y ANTIDESLIZANTE. REPOSAPIES O PIERNERAS DEBENDISPONER DE UN MEDIO PARA IMPEDIR QUE LOS PIES DEL OCUPANTE SE DESLICENHACIA ATRAS. REPOSACABEZA (CABEZAL) AJUSTABLE, ACOLCHADO Y DESMONTABLE,REGULABLE EN ALTURA, PROFUNDIDAD Y LATERALES. REPOSABRAZOS, REPOSAPIES,PIERNERAS, SISTEMA DE RECLINACION Y BASCULACION DEBEN DISPONER DE UNMEDIO SEGURO PARA FIJARLOS EN CUALQUIER POSICION PREVISTA. SISTEMAS DEREGULACION DE ALTURA  DEBEN SER POSIBLES DE REGULAR EN INCREMENTOS QUENO EXCEDAN LOS 2,5 CENTIMETROS. SISTEMAS DE REGULACION DE ALTURA DEBASTON DE EMPUJE Y AJUSTE DE CABEZAL, RECLINACION Y BASCULACION DEBENSER POSIBLES DE REALIZAR SIN USO DE HERRAMIENTAS. SE DEBE REDUCIR EL USODE HERRAMIENTAS EN ARMADO Y CONFIGURACION DE PARTES PERSONALIZABLES (QUENO SEAN LAS ANTERIORMENTE MENCIONADAS). DEBE INCORPORAR KIT DEHERRAMIENTAS EN CASO DE SER NECESARIO. SOPORTE DE PESO MAXIMO DE ALMENOS 120 KG. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SILLA DE RUEDAS.",Insumos,42192210,Sillas de ruedas,"Traslado, posic. personas c/discapacidad",Inactivo,,0,,,,,,,
100007049,P.P.D. 2 U.T./0.1ML O 5 U.T./0.1ML FAM,"P.P.D. 2 U.T./0,1 ML O 5 U.T./0,1 ML ENVASADO EN FRASCO AMPOLLA 10 A 15DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR DOSIS. COTIZAR POR FRASCO AMPOLLA.",Refrigerados,51201622,Tuberculosis,Radiofármacos y agentes de diagnóstico,Activo,,0,,,,,,,si
100007050,FORM ADTO POLIMERICA HIPOGLUCIDICA LIQUI,"FORMULA POLIMERICA HIPOGLUCIDICA NORMOCALORICA NORMOPROTEICA ADULTO DEUSO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DE VITAMINAS,MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOS MINIMOSDIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADO EN ENVASE RTH O RTUDE 500 O 1000ML. PRECIO SERA EVALUADO POR ML. COTIZAR POR ENVASE RTH ORTU. ",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007051,JERINGA 5 ML C/AG 22GX1.5 PULG LUER LOCK,JERINGA 5 ML C/AG 22G X 1.5PULGADA LUER LOCK.,Insumos,42142609,Jeringas médicas con,Jeringas y accesorios,Inactivo,,0,,,,,,,
100007052,RIFAMPICINA 100MG/5ML S.ORA FRA100A120ML,RIFAMPICINA 100 MG/5 ML SUSPENSION ORAL O JARABE FRASCO 100 ML A 120 ML.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO.,Fármacos,51102005,Rifampina,Antituberculosos,Inactivo,,0,,,,,,,
100007060,ISONIAZIDA 200MG/5ML S.ORA 100A200ML FRA,ISONIAZIDA 200 MG/5 ML JARABE O SUSPENSION ORAL FRASCO 100 A 200 ML.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.PRECIO SERA EVALUADO EN ML. COTIZAR POR FRASCO.,Fármacos,51102003,Isoniacida,Antituberculosos,Inactivo,,0,,,,,,,
100007061,ISONIAZIDA 50MG/5ML S.ORAL 100A150ML FRA,ISONIAZIDA 50 MG/5 ML JARABE O SUSPENSION ORAL FRASCO 100 A 150 ML.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.PRECIO SERA EVALUADO EN ML. COTIZAR POR FRASCO.,Fármacos,51102003,Isoniacida,Antituberculosos,Inactivo,,0,,,,,,,
100007062,"SODIO CLORURO 0,9%COVID S.INY AM 3A20 ML","SODIO CLORURO 0,9% SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSAENVASE VIDRIO O PLASTICO CON SISTEMA ABRE FACIL AMPOLLA 3 ML A 20 ML(PARA USO VACUNA COVID). ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DE CONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR PORAMPOLLA.",Fármacos,51191602,Electrolitos de clor,Agua y electrolitos,Inactivo,,0,,,,,,,
100007064,AEROCAMARA ADULTO BIVAL P/INH 451A800 ML,"AEROCAMARA ADULTO TRANSPARENTE BIVALVULADA (VALVULA EXHALATORIA UBICADAEN LA MASCARA E INHALATORIA EN AEROCAMARA EN LA PARTE PROXIMAL A LAMASCARILLA) PARA USO INHALACION AEROSOLES, QUE CONTENGA: MASCARILLA DESILICONA LIBRE DE LATEX, FLEXIBLE, ADAPTABLE Y TRANSPARENTEUNIDIRECCIONAL QUE PERMITA CUBRIR NARIZ Y BOCA SIN FUGAS, MAS UNA CAMARACONICA O CILINDRICA TRANSPARENTE DE MATERIAL SEMIRRIGIDO, NO DEFORMABLE,ANTIESTATICO Y LAVABLE DE VOLUMEN ENTRE 451 A 800 ML. EXTREMO DEADAPTACION UNIVERSAL AL INHALADOR Y EL OTRO EXTREMO QUE INCLUYA PIEZABUCAL, DISTANCIA ENTRE LOS EXTREMOS SUPERIOR A 12 CM. LAS CONEXIONESDEBEN SER DE INSTALACION FACIL. LOS COMPONENTES DE LA AEROCAMARA DEBENSER DESMONTABLES Y LAVABLES, INCLUYENDO LAS VALVULAS. CARACTERISTICASLIBRE DE LATEX Y ANTIESTATICA DEBEN ESTAR ACREDITADAS EN CERTIFICADOEMITIDO POR EL FABRICANTE. UNIDAD DE DESPACHO EN CAJA HASTA 50 UNIDADES.ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR UNIDAD.",Insumos,42271802,Nebulizadores o acce,Dispositivos y accesorios médicos,Activo,Intermediación,0,14/7/2021,OK,,,,,si
100007065,MCT ETANERCEPT 50MG/ML SOL.INY (ENBREL),MATERIAL DE CONTINUIDAD DE TRATAMIENTO: ENBREL. ETANERCEPT 50 MG/ML SOLUCION INYECTABLE JERINGA PRELLENADA O AUTOINYECTOR. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PRELLENADA PRELLENADA O AUTOINYECTOR.,Refrigerados,51142145,Adalimumab,"Antiartrósico, antirreumático",Activo,,0,,,,,,,si
100007066,MCT ETANERCEPT 50MG/ML SOL.INY (ERELZI),MATERIAL DE CONTINUIDAD DE TRATAMIENTO: ERELZI. ETANERCEPT 50 MG/ML SOLUCION INYECTABLE JERINGA PRELLENADA O AUTOINYECTOR. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PRELLENADA PRELLENADA O AUTOINYECTOR.,Refrigerados,51142145,Adalimumab,"Antiartrósico, antirreumático",Activo,,0,,,,,,,si
100007067,RIFAMPICINA/ISONIAZIDA 150/75 MG CM/CP,"RIFAMPICINA 150 MG / ISONIAZIDA 75 MG COMPRIMIDO, COMPRIMIDO RECUBIERTOO CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO, COMPRIMIDORECUBIERTO O CAPSULA.",Fármacos,51102002,Hidrocloruro de etam,Antituberculosos,Activo,,0,,,,,,,si
100007068,ISONIAZIDA 100 MG CM DISPERSABLE,ISONIAZIDA 100 MG COMPRIMIDO DISPERSABLE ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO DISPERSABLE.,Fármacos,51102003,Isoniacida,Antituberculosos,Activo,,0,,,,,,,si
100007069,RIFAPENTINA/ISONIAZIDA 300/300MG CM/CP,"RIFAPENTINA 300 MG / ISONIAZIDA 300 MG COMPRIMIDO, COMPRIMIDO RECUBIERTOO CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO, COMPRIMIDORECUBIERTO O CAPSULA.",Fármacos,51102002,Hidrocloruro de etam,Antituberculosos,Activo,,0,,,,,,,si
100007082,NATALIZUMAB 150MG/1ML DISP/JER PRE,NATALIZUMAB 150MG/1 ML SOLUCION INYECTABLE PARA ADMINISTRACIÓNSUBCUTANEA. ENVASADA EN DISPOSITIVO O JERINGA PRELLENADA. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZARPOR DISPOSITIVO O JERINGA PRELLENADA.,Refrigerados,51111716,Rituximab,Tratamiento de la esclerosis,Activo,,0,,,,,,,
100007083,FORM ADTO POLIMERICA CON FIBRA LIQUI,"FORMULA POLIMERICA NORMOCALORICA NORMOPROTEICA NORMOLIPIDICA CON FIBRAADULTO DE USO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DEVITAMINAS, MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOSMINIMOS DIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADO EN ENVASERTH O RTU DE 500 O 1000 ML. PRECIO SERA EVALUADO POR ML. COTIZAR PORENVASE RTH O RTU.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007084,FORM ADTO POLIMERICA HIPERCALORICA LIQUI,"FORMULA POLIMERICA HIPERCALORICA HIPERPROTEICA ADULTO DE USO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DE VITAMINAS, MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOS MINIMOS DIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADO EN ENVASE RTH O RTU DE 500 O 1000 ML. PRECIO SERA EVALUADO POR ML. COTIZAR POR ENVASE RTH O RTU.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007085,FORM ADTO OLIGOMERICA SIN FIBRA LIQUI,"FORMULA OLIGOMERICA (SIN FIBRA) ADULTO DE USO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DE VITAMINAS, MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOS MINIMOS DIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADO EN ENVASE RTH O RTU DE 500 O 1000 ML. PRECIO SERA EVALUADO POR ML. COTIZAR POR ENVASE RTH O RTU.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007086,FORM PEDIAT POLIMERICA NORMOCALORI LIQUI,"FORMULA POLIMERICA NORMOCALORICA NORMOPROTEICA PEDIATRICA DE USO ENTERALSUPLEMENTADA CON MACRONUTRIENTES Y MICRONUTRIENTES PARA CUBRIR LOSREQUERIMIENTOS MINIMOS DIARIOS DEL PACIENTE (DE 1 A 10 AÑOS), ENVASADOEN ENVASE RTH O RTU DE 500 ML. PRECIO SERA EVALUADO POR ML. COTIZAR PORENVASE RTH O RTU.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007087,FORM PEDIAT HIPOGRASA POLVO,"FORMULA HIPOGRASA PEDIATRICA DE USO ENTERAL SUPLEMENTADA CONMACRONUTRIENTES Y MICRONUTRIENTES PARA CUBRIR LOS REQUERIMIENTOS MINIMOSDIARIOS DEL PACIENTE (MENOR A 10 AÑOS), ENVASADA EN TARRO DE 400 GRAMOS(POLVO). COTIZAR POR TARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,
100007088,FORM PEDIAT OLIGOMERICA (EH) POLVO,"FORMULA OLIGOMERICA COMPLETA CON PROTEINAS ALTA O EXTENSAMENTEMENTEHIDROLIZADAS (EH)  PEDIATRICA DE USO ENTERAL SUPLEMENTADA CONMACRONUTRIENTES Y MICRONUTRIENTES PARA CUBRIR LOS REQUERIMIENTOSMINIMOSDIARIOS DEL PACIENTE (MENOR A 10 AÑOS), ENVASADA EN TARRO DE DE400 A 500 GRAMOS (POLVO). PRECIO SERA EVALUADO POR GRAMO. COTIZAR PORTARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007089,FORM PEDIAT MONOMERICA (AA) POLVO,"FORMULA MONOMERICA COMPLETA CON MEZCLA DE AMINOACIDOS (AA) PEDIATRICA DEUSO ENTERAL SUPLEMENTADA CON MACRONUTRIENTES Y MICRONUTRIENTES PARACUBRIR LOS REQUERIMIENTOS MINIMOS DIARIOS DEL PACIENTE (MENOR A 10AÑOS),ENVASADA EN TARRO DE 400 A 500 GRAMOS (POLVO). PRECIO SERA EVALUADO PORGRAMO. COTIZAR POR TARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007090,FORM PEDIAT POLIMERICA NORMOCALORI POLVO,"FORMULA POLIMERICA NORMOCALORICA NORMOPROTEICA PEDIATRICA DE USO ENTERAL SUPLEMENTADA CON MACRONUTRIENTES Y MICRONUTRIENTES PARA CUBRIR LOS REQUERIMIENTOS MINIMOS DIARIOS DEL PACIENTE DE 1 A 10 AÑOS, ENVASE DE 800 A900 GRAMOS (POLVO). PRECIO SERA EVALUADO POR GRAMO. COTIZAR POR TARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007091,FORM ADTO POLIMERICA NORMOCALORICA POLVO,"FORMULA POLIMERICA NORMOCALORICA NORMOPROTEICA NORMOLIPIDICA (SIN FIBRA)ADULTO DE USO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DEVITAMINAS, MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOSMINIMOS DIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADA EN TARRO DE800 A 900 GRAMOS (POLVO). PRECIO SERA EVALUADO POR GRAMO. COTIZAR PORTARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,si
100007092,FORM ADTO POLIMERICA CON FIBRA POLVO,"FORMULA POLIMERICA NORMOCALORICA NORMOPROTEICA NORMOLIPIDICA CON FIBRAADULTO DE USO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DEVITAMINAS, MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOSMINIMOS DIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADA EN TARRO DE800 A 900 GRAMOS (POLVO). PRECIO SERA EVALUADO POR GRAMO. COTIZAR PORTARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,
100007093,FORM ADTO POLIMERICA HIPOGLUCIDICA POLVO,"FORMULA POLIMERICA HIPOGLUCIDICA NORMOCALORICA NORMOPROTEICA ADULTO DEUSO ENTERAL SUPLEMENTADA CON CANTIDADES SUFICIENTES DE VITAMINAS,MINERALES Y OLIGOELEMENTOS PARA CUBRIR LOS REQUERIMIENTOS MINIMOSDIARIOS DEL PACIENTE (MAYORES DE 10 AÑOS), ENVASADA EN TARRO DE 800 A900 GRAMOS (POLVO). PRECIO SERA EVALUADO POR GRAMO. COTIZAR POR TARRO.",Alimentos,50131701,Productos de mantequ,Suplementos alimentarios no programas,Activo,,0,,,,,,,
100007094,TEST RAPIDO DETERMINAC EMBARAZO EN ORINA,"TEST RAPIDO DE DETERMINACION DE EMBARAZO HCG 25 MUI EN ORINA, LAPIZ O MID STREAM O CASSETTE MAS GOTARIO. CADA DISPOSITIVO DE LECTURA EN ENVASE INDIVIDUAL SELLADO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBE INCORPORAR 1 FOLLETO INFORMATIVO AL PACIENTE POR CADA. UNIDAD DE DESPACHO EN CAJA MAXIMO 50 TEST DE DETERMINACION DE EMBARAZO. COTIZAR POR TEST.",Insumos,41116104,Kits de ensayo quími,Kit de diagnóstico,Activo,Intermediación,0,1/9/2023,OK,,,,,si
100007100,CLORHEXID 2% SOL.TOP COLOR 400A500ML FRA,CLORHEXIDINA 2% SOLUCION TOPICA EN BASE ACUOSA COLOREADA PARA ANTISEPSIAPIEL FRASCO 400 A 500 ML CON DOSIFICADOR. DEBE POSEER REGISTRO DE USOANTISEPTICO EN PIEL. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR PORFRASCO.,Fármacos,51102707,Gluconato de clorhex,Antibióticos,Inactivo,,0,,,,,,,
100007150,CREMA VARIEDADES PACAM ZONA 1 BOL 500 G,"SOPA CREMA EN POLVO INSTANTÁNEA PARA ADULTO MAYOR, ZONA 1, VARIEDADARVEJAS, LENTEJAS, VERDURAS, VERDURAS-ESPÁRRAGOS Y SABOR POLLO. ENVASEDE 500 GRAMOS EN CAJAS DE 20 KG. COTIZAR POR KILOGRAMO (KG)",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
